2020-02-07 19:18:09.821376;0;0;0;2020-02-07 19:18:15.317422;145
2020-02-07 19:18:15.317555;1;0;0;2020-02-07 19:18:48.807690;250
2020-02-07 19:18:48.807791;2;0;0;2020-02-07 19:19:09.408557;180
2020-02-07 19:19:09.408696;3;0;0;2020-02-07 19:19:32.798976;20
2020-02-07 19:19:32.799079;4;0;0;2020-02-07 19:19:53.465872;25
2020-02-07 19:19:53.465979;5;0;0;2020-02-07 19:19:58.390204;110
2020-02-07 19:19:58.390565;6;0;0;2020-02-07 19:20:18.974713;20
2020-02-07 19:20:18.974868;7;0;0;2020-02-07 19:20:27.965277;235
2020-02-07 19:20:27.965436;8;0;0;2020-02-07 19:20:49.159148;105
2020-02-07 19:20:49.159286;9;0;0;2020-02-07 19:21:25.504509;170
2020-02-07 19:21:25.505252;10;0;0;2020-02-07 19:21:48.031679;0
2020-02-07 19:21:48.031821;11;0;0;2020-02-07 19:22:20.171306;15
2020-02-07 19:22:20.171461;12;0;0;2020-02-07 19:22:27.554148;255
2020-02-07 19:22:27.554281;13;0;0;2020-02-07 19:22:50.808005;20
2020-02-07 19:22:50.808127;14;0;0;2020-02-07 19:22:58.080359;15
2020-02-07 19:22:58.080472;15;0;0;2020-02-07 19:23:16.677565;0
2020-02-07 19:23:16.677731;16;0;0;2020-02-07 19:23:23.966410;200
2020-02-07 19:23:23.966504;17;0;0;2020-02-07 19:23:28.915915;55
2020-02-07 19:23:28.916037;18;0;0;2020-02-07 19:24:14.227598;90
2020-02-07 19:24:14.227734;19;0;0;2020-02-07 19:24:42.766741;190
2020-02-07 19:24:42.766859;20;0;0;2020-02-07 19:24:51.459725;0
2020-02-07 19:24:51.459825;21;0;0;2020-02-07 19:25:18.236736;150
2020-02-07 19:25:18.236851;22;0;0;2020-02-07 19:25:58.732927;30
2020-02-07 19:25:58.733040;23;0;0;2020-02-07 19:26:20.796506;0
2020-02-07 19:26:20.796628;24;0;0;2020-02-07 19:26:51.519847;30
2020-02-07 19:26:51.519965;25;0;0;2020-02-07 19:27:51.999891;370
2020-02-07 19:27:52.000027;26;0;0;2020-02-07 19:27:55.032383;0
2020-02-07 19:27:55.032564;27;0;0;2020-02-07 19:29:01.867635;630
2020-02-07 19:29:01.867815;28;0;0;2020-02-07 19:29:33.292441;0;0;0;2020-02-07 19:30:09.522053;175
2020-02-07 19:30:09.522212;1;0;0;2020-02-07 19:30:25.608394;45
2020-02-07 19:30:25.608508;2;0;0;2020-02-07 19:31:01.178121;185
2020-02-07 19:31:01.178236;3;0;0;2020-02-07 19:31:10.248587;110
2020-02-07 19:31:10.248679;4;0;0;2020-02-07 19:31:11.852192;0
2020-02-07 19:31:11.852293;5;0;0;2020-02-07 19:31:15.699969;35
2020-02-07 19:31:15.700061;6;0;0;2020-02-07 19:31:50.400109;395
2020-02-07 19:31:50.400263;7;0;0;2020-02-07 19:31:52.038203;0
2020-02-07 19:31:52.038304;8;0;0;2020-02-07 19:32:44.886866;115
2020-02-07 19:32:44.887003;9;0;0;2020-02-07 19:32:58.423484;135
2020-02-07 19:32:58.423616;10;0;0;2020-02-07 19:33:02.739928;140
2020-02-07 19:33:02.740019;11;0;0;2020-02-07 19:33:05.061131;0
2020-02-07 19:33:05.061263;12;0;0;2020-02-07 19:33:52.760279;675
2020-02-07 19:33:52.760394;13;0;0;2020-02-07 19:33:55.807209;105
2020-02-07 19:33:55.807343;14;0;0;2020-02-07 19:34:49.150612;130
2020-02-07 19:34:49.150754;15;0;0;2020-02-07 19:34:53.011187;35
2020-02-07 19:34:53.011312;16;0;0;2020-02-07 19:34:57.019501;0
2020-02-07 19:34:57.019596;17;0;0;2020-02-07 19:35:04.771634;165
2020-02-07 19:35:04.771726;18;0;0;2020-02-07 19:36:04.498067;515
2020-02-07 19:36:04.498205;19;0;0;2020-02-07 19:36:45.057199;45
2020-02-07 19:36:45.057308;20;0;0;2020-02-07 19:37:20.119667;30
2020-02-07 19:37:20.119781;21;0;0;2020-02-07 19:37:25.356705;15
2020-02-07 19:37:25.356818;22;0;0;2020-02-07 19:37:30.498584;15
2020-02-07 19:37:30.498740;23;0;0;2020-02-07 19:37:58.887270;70
2020-02-07 19:37:58.887370;24;0;0;2020-02-07 19:38:39.384589;45
2020-02-07 19:38:39.384742;25;0;0;2020-02-07 19:39:15.033451;445
2020-02-07 19:39:15.033546;26;0;0;2020-02-07 19:40:02.987484;675
2020-02-07 19:40:02.987612;27;0;0;2020-02-07 19:40:30.060285;225
2020-02-07 19:40:30.060390;28;0;0;2020-02-07 19:40:52.683821;355
2020-02-07 19:40:52.683925;29;0;0;2020-02-07 19:40:57.850939;15
2020-02-07 19:40:57.851053;30;0;0;2020-02-07 19:41:28.755361;385
2020-02-07 19:41:28.755517;31;0;0;2020-02-07 19:42:09.962840;45
2020-02-07 19:42:09.962969;32;0;0;2020-02-07 19:42:32.009681;0
2020-02-07 19:42:32.009777;33;0;0;2020-02-07 19:42:49.777370;405
